id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
13742187389802745240,1,14102101,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,802c5cad,a5a2318d,1,0,20363,216,36,2333,0,39,-1,157
13742233922054829661,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,13b095c6,d9b5648e,0f2161f8,a99f214a,9a3c885c,af7fe221,1,0,16841,320,50,1884,3,43,100057,71
13742361506383576109,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eeb09108,c144e605,1,0,15705,320,50,1722,0,35,-1,79
13742510025855212580,0,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,16d13ca8,8a4875bd,1,0,20362,320,50,2333,0,39,100075,157
13742578441811377667,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,998e3043,ff065cf0,1,2,15701,320,50,1722,0,35,-1,79
13742608238176396226,1,14102101,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0e925dec,4ea23a13,1,0,17653,300,250,1994,2,39,100083,33
13742839352987617745,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8fe536b7,76dc4769,1,0,15699,320,50,1722,0,35,-1,79
13743145397156674652,0,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1d57ef2c,d787e91b,1,0,19950,320,50,1800,3,167,-1,23
13743431701812744735,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,54a8a822,f07e20f8,1,2,15702,320,50,1722,0,35,100084,79
13743681340091621011,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,a4869716,2347f47a,d1327cf5,a99f214a,d4f515ba,7abbbd5c,1,2,380,320,50,112,3,1319,-1,15
13743759614497211533,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,ff065cf0,1,2,15708,320,50,1722,0,35,-1,79
13744073821672891905,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,1f0bc64f,1,0,15705,320,50,1722,0,35,-1,79
1374427721239385683,1,14102101,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d7df7a51,81892725,1,0,17264,320,50,1872,3,39,100173,23
13744384815810826160,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8f2a29a2,6332421a,1,0,15704,320,50,1722,0,35,-1,79
13744471680235136791,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,33291962,2347f47a,cef3e649,a99f214a,bda8877e,bc5b3cdc,1,2,21647,320,50,2487,1,547,-1,51
13744503094727076884,1,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,84ebbcd4,1,0,17753,320,50,1993,2,1063,-1,33
13744599313970798154,0,14102101,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,70cd8f85,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23
13744631027640215327,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,965b566e,553f099b,1,0,15702,320,50,1722,0,35,-1,79
13744746144314799171,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,680209c5,711ee120,1,0,15707,320,50,1722,0,35,-1,79
1374484931183189448,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5fcaba9a,a0f5f879,1,0,15706,320,50,1722,0,35,-1,79
13744866948407603383,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,a4158fc0,7abbbd5c,1,0,21611,320,50,2480,3,297,100111,61
1374489922591599524,0,14102101,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fb984e42,779d90c2,1,0,19665,320,50,2253,2,303,-1,52
13744972887238417482,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,21abb96c,2347f47a,fc6fa53d,ab83d1c1,8ce11055,c4cca47d,1,0,15708,320,50,1722,0,35,-1,79
13745194004502671679,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bb96e5db,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
13745197602751719380,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bfdba4f6,3bd9e8e7,1,0,15707,320,50,1722,0,35,100084,79
13745504264083055418,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fde01da8,0153a639,1,0,15708,320,50,1722,0,35,-1,79
13745562066584141784,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d3c7f33f,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
13745575418536892670,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,f7800a01,25274cb3,383d6db1,1,0,4687,320,50,423,2,39,100148,32
13745644633426932787,1,14102101,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,04ed067a,a7432fbf,eb4d3131,0,0,21661,320,50,2446,3,171,100228,156
13745663786301207000,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e54c9e3,78d9bd10,1,0,15705,320,50,1722,0,35,100084,79
13745786644315736166,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b3c43131,8a4875bd,1,0,21647,320,50,2487,1,547,-1,51
13745793123258050035,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c01c0c94,0eb711ec,1,0,15703,320,50,1722,0,35,-1,79
1374628061320653265,0,14102101,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,365033ea,8a4875bd,1,0,20005,320,50,2283,0,163,100076,95
1374636629951160640,0,14102101,1005,0,54e6fb06,91dd76e0,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b8b040d7,b0d451d9,1,0,18095,320,50,2060,3,39,100111,23
13746705847480393950,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8581e29e,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
13747520259952029843,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1e071673,1aa0e912,1,0,15707,320,50,1722,0,35,-1,79
13747641895852943683,1,14102101,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f87b4f20,c6263d8a,1,0,17653,300,250,1994,2,39,-1,33
13747695356119460462,0,14102101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ef963050,5ec45883,1,0,19772,320,50,2227,0,687,100079,48
13747785002286420547,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6fe78038,293291c1,1,0,15701,320,50,1722,0,35,-1,79
13747797974600154356,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,898c2f09,779d90c2,1,0,6616,320,50,576,2,35,-1,32
13747844204760185377,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,f2d74893,c9241446,779d90c2,1,0,6560,320,50,571,2,39,-1,32
13747890744903147923,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,a8958595,be74e6fe,1,0,19251,320,50,2201,3,35,-1,43
13748339865758929260,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,18b09b60,3cfba7b7,76dc4769,1,0,19251,320,50,2201,3,35,-1,43
13748463697644329352,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,a99f214a,26de8640,1469bbc4,1,2,18993,320,50,2161,0,35,100212,157
13748545568925944202,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d69f5fbf,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
137485625884808727,0,14102101,1002,0,a70e7973,e6221ce3,50e219e0,ecad2386,7801e8d9,07d7df22,7828df4d,7f7378b0,e27ae37e,0,0,17894,320,50,2039,2,39,-1,32
13748793976338991930,0,14102101,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,305b2029,5096d134,1,0,19016,300,250,2162,2,39,-1,33
1374897982547871577,0,14102101,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,48b1218e,8ce34352,1,0,18993,320,50,2161,0,35,100210,157
13749002538291150652,0,14102101,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,32397d39,597f7364,1,0,19771,320,50,2227,0,687,100074,48
1374902495528617792,0,14102101,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f08ee487,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
13749432890094775729,0,14102101,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,076b99ad,bfa15b14,1,0,20560,320,50,2271,0,687,-1,48
13749480872728343675,1,14102101,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e447ec76,1f0bc64f,1,0,20966,320,50,2372,0,813,-1,46
13749511999115898289,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,52bef2f8,e9b8d8d7,1,0,15708,320,50,1722,0,35,-1,79
13749514569407836032,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,fc46e1c5,2347f47a,0f2161f8,a99f214a,cff38c60,a1e96627,1,0,12026,320,50,1248,2,39,100034,13
13749999202730738819,0,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e81d012f,8a4875bd,1,0,15704,320,50,1722,0,35,100083,79
13750074336537616557,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,66393977,1f0bc64f,1,0,15708,320,50,1722,0,35,-1,79
13750087111315144470,0,14102101,1005,1,f61eaaae,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f5db8cc1,fce66524,1,0,16615,320,50,1863,3,39,100101,23
13750113048505338617,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,509276ca,7eef184d,1,0,15702,320,50,1722,0,35,100083,79
13750177092760461804,0,14102101,1005,1,19a1e5c0,580e0f90,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,38b1b13e,900981af,1,2,20596,320,50,2161,0,35,-1,157
13750348783954514666,0,14102101,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,076ab9cb,5096d134,1,0,19251,320,50,2201,3,35,100188,43
13750696532185008432,0,14102101,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,68d970a2,0fadd2fe,1,0,6393,320,50,547,3,47,-1,23
17496901662893946592,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,6332421a,1,0,15706,320,50,1722,0,35,-1,79
17496912440338607367,1,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f09a6697,80f61b6e,1,0,20352,320,50,2333,0,39,100081,157
17497050574370878447,0,14102102,1010,1,85f751fd,c4e18dd6,50e219e0,102bf699,7801e8d9,0f2161f8,bf0b35f3,b22a3c02,7abbbd5c,4,0,21647,320,50,2487,1,547,100233,51
17497066321226371409,0,14102102,1005,1,222acd54,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3d96e403,8a4875bd,1,0,19950,320,50,1800,3,167,100075,23
17497094780269468950,0,14102102,1005,0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,dd847bc0,570d21dc,1,0,21647,320,50,2487,1,547,-1,51
17497109695439727129,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,12e3cff9,cad4c01d,1,0,21611,320,50,2480,3,297,100111,61
17497179601286924775,0,14102102,1005,0,3e183f99,14878e20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1e16cd53,41c87f95,1,0,20596,320,50,2161,0,35,100210,157
17497185654320275142,0,14102102,1005,1,11944c42,1a02dd86,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bc7d5d8b,8b1aa260,1,0,20596,320,50,2161,0,35,-1,157
17497233544243235512,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,5a7222c6,296c69f5,5096d134,1,0,19251,320,50,2201,3,35,-1,43
17497284579466040085,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c4830f68,f39b265e,1,0,15707,320,50,1722,0,35,-1,79
17497340622182990457,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,66c0a27e,e6438cf4,ecb851b2,1,2,21647,320,50,2487,1,547,-1,51
17497388294287885186,1,14102102,1002,0,fcf494bd,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,5cc9d112,cde4a41b,c4a565e1,0,0,5299,320,50,479,3,39,100079,23
17497632876659814036,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b4e387d,fce66524,1,0,15699,320,50,1722,0,35,100084,79
17497636024001372821,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,aca2596e,68ad49fb,ecb851b2,1,2,21647,320,50,2487,1,547,-1,51
17497684219720149777,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,ecb851b2,1,0,15706,320,50,1722,0,35,-1,79
17497830282039159194,1,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,6a2fccd0,ce1d5696,9e3836ff,1,0,21647,320,50,2487,1,547,100148,51
1749788173979046343,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,1f0bc64f,1,0,15705,320,50,1722,0,35,-1,79
17497943657464992644,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,8ae94475,2347f47a,0f2161f8,b2575a3b,742f44ae,d0edf686,1,0,21647,320,50,2487,1,547,-1,51
17498006927202648843,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,5235f82e,329e9e43,a8d2c4cf,1,2,18993,320,50,2161,0,35,100148,157
17498011577932197925,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2b39b4c0,23885c9e,1,0,15703,320,50,1722,0,35,100083,79
17498153812231181541,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,5d93073f,f4fffcd0,1,0,21611,320,50,2480,3,297,100111,61
17498190034084672299,1,14102102,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e6b9ef19,6332421a,1,0,17614,320,50,1993,2,1063,100083,33
17498295443073026238,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,879b6e9e,3bd9e8e7,1,0,15708,320,50,1722,0,35,-1,79
17498329216830216240,1,14102102,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,14e487f5,2b3a19ab,cf19f7f7,0,0,21300,320,50,2446,3,171,100228,156
1749842830969811831,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f8b52adb,ecb851b2,1,0,15701,320,50,1722,0,35,-1,79
17498497234027704484,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4cd357a7,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
17498592371133739332,1,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,313b3224,a5bce124,1,0,20634,320,50,2374,3,39,-1,23
17498601081571223661,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,b8289596,bc9f9a17,a79f14dc,1,0,21647,320,50,2487,1,547,100020,51
17498899873675334840,0,14102102,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c8691737,711ee120,1,0,17654,300,250,1994,2,39,100084,33
17498978083089777549,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3a089353,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
17499010856951403118,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,c1d5c84d,2347f47a,0f2161f8,70a54486,59d7c56c,ecb851b2,1,2,18993,320,50,2161,0,35,-1,157
17499027694687840263,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e09b94e6,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
17499052584050500264,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,2bc13ef3,2347f47a,8ded1f7a,a99f214a,69a72650,accd4de4,1,0,19251,320,50,2201,3,35,-1,43
17499112804083192121,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c7481601,9c7b6730,1,0,15702,320,50,1722,0,35,-1,79
17499164844120305383,0,14102102,1008,5,85f751fd,c4e18dd6,50e219e0,3366d26c,7801e8d9,07d7df22,3fb5089f,57bb113b,8453abb9,1,0,21611,320,50,2480,3,297,100111,61
17499175810859567357,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b83fe31,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
17499237136475549822,0,14102102,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c17de415,ad6d46df,1,0,19771,320,50,2227,0,687,100081,48
17499412662057815443,0,14102102,1005,0,fec6e632,ace5b8fd,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,30fd215c,e85ba955,1,0,20355,216,36,2333,0,39,100103,157
1749943311360155367,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,7b0fee79,401461d8,d787e91b,1,2,21647,320,50,2487,1,547,-1,51
17499447933589334617,0,14102102,1002,0,c54454a2,2296b5b3,50e219e0,ecad2386,7801e8d9,07d7df22,4e2e24f3,67e88af0,0f5e1f05,0,0,15908,320,50,1752,3,297,100081,82
17499553420227753904,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a9e0c898,f8c544a0,b72ce3e1,1,2,21647,320,50,2487,1,547,100188,51
17499657424976386633,0,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8ffd7dc,d787e91b,1,0,21647,320,50,2487,1,547,-1,51
17499688347810601065,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2e8d0161,8ce34352,1,0,15701,320,50,1722,0,35,100083,79
17499772056001420990,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,786e28c4,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
17499908201237082374,1,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,6b82ea32,609c4032,3bc193db,1,0,21647,320,50,2487,1,547,-1,51
17499964777446988618,0,14102102,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5478d894,eba9519f,1,0,20560,320,50,2271,0,687,-1,48
17500023436183424249,0,14102102,1005,0,9ee9dd00,759d1c56,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b6e9e03f,6d44e29a,1,0,19251,320,50,2201,3,35,-1,43
17500110350877020640,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8b9380b0,6332421a,1,0,15699,320,50,1722,0,35,-1,79
17500177995578704784,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,1ef5a99b,6073316a,1,0,21647,320,50,2487,1,547,-1,51
17500194909318140026,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7bbe2bcb,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
17500391071434161556,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,86d854f3,881e58b4,31f63ca2,1,0,21647,320,50,2487,1,547,-1,51
17500392369122738462,0,14102102,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2371dd61,ce576f14,1,0,19771,320,50,2227,0,687,100074,48
17500434349418575223,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,fc5063ed,560c2c88,1ccc7835,1,0,21647,320,50,2487,1,547,-1,51
17500492937363759123,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,47776032,bc5b3cdc,1,0,21647,320,50,2487,1,547,-1,51
17500495047391815757,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,2ef1b52a,27833719,bfa15b14,1,0,6563,320,50,572,2,39,-1,32
17500507145314595198,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,aa50890c,d9b5648e,0f2161f8,a99f214a,7af9a3d8,8a4875bd,1,0,21647,320,50,2487,1,547,-1,51
17500511144650586329,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3d4499a4,8a4875bd,1,0,15703,320,50,1722,0,35,100084,79
1750051429932248519,0,14102102,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3243166,1f0bc64f,1,0,17914,320,50,2043,2,39,-1,32
17500523282757237728,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e35ad67e,8b1aa260,1,0,15705,320,50,1722,0,35,100083,79
17500566866395690396,0,14102102,1005,0,235ba823,f6ebf28e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d30c0a4,8a4875bd,1,0,21647,320,50,2487,1,547,100188,51
17500568847046269493,0,14102102,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4d08053d,46d98882,1,0,20251,320,50,2323,0,687,100081,48
17500613280524163785,0,14102102,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7426ca8b,36a30aeb,1,0,20359,216,36,2333,0,39,-1,157
17500807915036557337,0,14102102,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,f9178e3c,373ecbe6,0,0,21685,320,50,2496,3,167,100191,23
17500823612733770776,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,028de855,b7182255,2cd8ff6d,1,0,19251,320,50,2201,3,35,100034,43
17500892406711035489,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,5b80dbd0,1560ce17,1,0,21611,320,50,2480,3,297,100111,61
17500943550490482450,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c2272211,1f0bc64f,1,0,19251,320,50,2201,3,35,-1,43
17500948522181236065,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,77a2ab9f,cd5b1559,1,2,21647,320,50,2487,1,547,-1,51
17500977637191215257,0,14102102,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cf22858,051263ee,1,0,19251,320,50,2201,3,35,100075,43
17501059505826785354,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fc27b30f,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
17501086634466582933,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5705597f,0eb711ec,1,0,15707,320,50,1722,0,35,100084,79
17501126345534689173,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,4a1dc479,182e4a19,1,0,20596,320,50,2161,0,35,-1,157
17501149353949830218,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,2808ede0,f4fdb357,a9e0c3ab,1,0,21647,320,50,2487,1,547,100090,51
17501259281376555890,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,e345e76f,31c0776a,3db9fde9,1,0,21647,320,50,2487,1,547,100148,51
17501668093497309625,0,14102102,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,385c55c1,2cd8ff6d,1,0,16615,320,50,1863,3,39,-1,23
17501827807462089219,0,14102102,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,e5cbacad,0fadd2fe,1,0,20596,320,50,2161,0,35,-1,157
17502062850779364651,0,14102102,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,07910125,158e4944,1,0,20596,320,50,2161,0,35,-1,157
17502168615594068448,0,14102102,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f7449ba1,ecb851b2,1,0,18093,320,50,2060,3,39,-1,23
17502179038685632728,0,14102102,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b6d5e9bb,76dc4769,1,0,16920,320,50,1899,0,431,100077,117
